"query_id","query","query_run","passage_id","passage","generated_answer"
"Q008","Chương trình có những phương thức tốt nghiệp nào? Thời lượng/ tín chỉ và điều kiện tham gia mỗi phương thức ra sao?","1","[5]","Chương trình Công nghệ Thông tin Việt – Nhật đào tạo những cử nhân có phẩm chất chính trị tốt, có đạo đức nghề nghiệp, có ý thức trách nhiệm tổ chức, và có sức khỏe tốt; nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin; đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. Bên cạnh đó, trên cơ sở các kiến thức được",""
"Q009","Nếu một sinh viên muốn thay Khóa luận (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507): (a) họ cần tích lũy bao nhiêu tín chỉ thay thế, (b) thời gian thực hiện tối thiểu là bao lâu, (c) cần có những điều kiện/giấy tờ gì để đăng ký, và (d) mô tả checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp.","1","[1]","\- Môn học**Đồ án** **tốt nghiệp tại doanh nghiệp** (Mã MH: CE507) được xét tương đương là phương thức hai để thay thế môn học Khóa luận tốt nghiệp (Mã MH: CE505) (theo Quyết định số 697/QĐ-ĐHCNTT ngày 12/7/2024 về môn học Đồ án tốt nghiệp tại doanh nghiệp). Khi đăng ký nơi thực hiện cho môn học này, sinh viên cần chọn các công ty có ký kết hợp tác chính thức với Khoa KTMT hoặc Trường ĐH CNTT và cần tham vấn ý kiến trực tiếp từ cố vấn học tập hoặc giáo vụ khoa. Sinh viên có thể tham khảo danh","Dựa trên ngữ cảnh được cung cấp, đây là câu trả lời cho câu hỏi của bạn:

**Trả lời:**

(a) Để thay thế môn Khóa luận tốt nghiệp (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507), sinh viên cần tích lũy **10 tín chỉ** thay thế.

(b) Thời gian thực hiện tối thiểu của môn Đồ án tốt nghiệp tại doanh nghiệp là **4-6 tháng**, khuyến khích 6 tháng.

(c) Điều kiện và giấy tờ cần thiết để đăng ký bao gồm:

*   Sinh viên cần chọn các công ty có ký kết hợp tác chính thức với Khoa KTMT hoặc Trường ĐH CNTT.
*   Cần tham vấn ý kiến trực tiếp từ cố vấn học tập hoặc giáo vụ khoa.
*   Cần có kế hoạch đăng ký môn Thực tập doanh nghiệp và Đồ án tốt nghiệp tại doanh nghiệp trong cùng một học kỳ hoặc hai học kỳ liên tiếp.

(d) Checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp:

1.  **Tìm kiếm và lựa chọn đối tác:** Tham khảo danh sách các đối tác của Khoa KTMT và Trường ĐH CNTT (Phụ lục 2).
2.  **Tham vấn cố vấn:** Thảo luận về ý tưởng đồ án với cố vấn học tập hoặc giáo vụ khoa.
3.  **Đăng ký môn học:** Đăng ký môn Đồ án tốt nghiệp tại khoa.
4.  **Thực hiện tại doanh nghiệp:** Thực hiện đồ án tại doanh nghiệp trong khoảng thời gian 4-6 tháng.
5.  **Nộp báo cáo:** Chuẩn bị và nộp báo cáo tốt nghiệp theo hướng dẫn của khoa.

**Lưu ý:** Thông tin này được trích xuất từ các document được cung cấp."
"Q009","Nếu một sinh viên muốn thay Khóa luận (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507): (a) họ cần tích lũy bao nhiêu tín chỉ thay thế, (b) thời gian thực hiện tối thiểu là bao lâu, (c) cần có những điều kiện/giấy tờ gì để đăng ký, và (d) mô tả checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp.","1","[2]","\- Trong trường hợp sinh viên đủ điều kiện làm Khóa luận tốt nghiệp nhưng không muốn làm, hoặc sinh viên không đủ điều kiện làm Khóa luận tốt nghiệp thì sinh viên có thể đăng ký môn học hoặc nhóm môn học thay thế cho Khóa luận tốt nghiệp trong **_Bảng 10_** để tích lũy 10 tín chỉ.
**_Bảng 10: Danh sách nhóm môn học thay thế Khóa luận tốt nghiệp_**",""
"Q009","Nếu một sinh viên muốn thay Khóa luận (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507): (a) họ cần tích lũy bao nhiêu tín chỉ thay thế, (b) thời gian thực hiện tối thiểu là bao lâu, (c) cần có những điều kiện/giấy tờ gì để đăng ký, và (d) mô tả checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp.","1","[3]","giáo vụ khoa. Sinh viên có thể tham khảo danh sách các đối tác của Khoa KTMT và Trường ĐH CNTT trong **Phụ lục 2** . Thời gian thực hiện môn học này tại doanh nghiệp là từ 4-6 tháng (khuyến khích 6 tháng) để đảm bảo số giờ tối thiểu theo quy định. Sinh viên nên có kế hoạch đăng ký môn Thực tập doanh nghiệp và Đồ án tốt nghiệp tại doanh nghiệp trong cùng một học kỳ hoặc hai học kỳ liên tiếp để thuận tiện cho việc thực hiện.",""
"Q009","Nếu một sinh viên muốn thay Khóa luận (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507): (a) họ cần tích lũy bao nhiêu tín chỉ thay thế, (b) thời gian thực hiện tối thiểu là bao lâu, (c) cần có những điều kiện/giấy tờ gì để đăng ký, và (d) mô tả checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp.","1","[4]","● Sinh viên tích lũy tối thiểu 10 tín chỉ cho khối kiến thức tốt nghiệp.
● Sinh viên được chọn:
○ Hoặc, thực hiện Khóa luận tốt nghiệp (KLTN) 10 tín chỉ nếu sinh viên đủ điều kiện làm khóa luận tốt nghiệp theo qui chế của trường.
○ Hoặc, thực hiện Đồ án tốt nghiệp tại doanh nghiệp 10 tín chỉ.
○ Hoặc, thực hiện Đồ án tốt nghiệp 6 tín chỉ và học một trong các môn chuyên đề tốt nghiệp (4 tín chỉ) để đạt tối thiểu 10 tín chỉ.",""
"Q009","Nếu một sinh viên muốn thay Khóa luận (CE505) bằng Đồ án tốt nghiệp tại doanh nghiệp (CE507): (a) họ cần tích lũy bao nhiêu tín chỉ thay thế, (b) thời gian thực hiện tối thiểu là bao lâu, (c) cần có những điều kiện/giấy tờ gì để đăng ký, và (d) mô tả checklist hướng dẫn từ việc tìm doanh nghiệp đến nộp báo cáo tốt nghiệp.","1","[5]","\- Môn học **Đồ án tốt nghiệp** (Mã MH: CE508) được xem như phương thức ba của môn học Khóa luận tốt nghiệp (Mã MH: CE505). Sinh viên phải học môn Đồ án tốt nghiệp kết hợp với tối thiểu một môn chuyên đề tốt nghiệp (Mã MH: CE510 hoặc CE511) để tích lũy đủ tối thiểu 10 tín chỉ thay thế cho Khóa luận tốt nghiệp. Ngoài ra, môn học Đồ án tốt nghiệp được xét tương đương (hay thay thế) cho hai môn học gồm tự chọn chuyên ngành và đồ án chuyên ngành (tổng cộng 06 tín chỉ) trong nhóm môn học chuyên đề",""
"Q010","Ngành Kỹ thuật máy tính chương trình đại trà học tiếng Anh bao nhiêu tín chỉ?","1","[1]","Chương trình đào tạo Cử nhân chính quy ngành Khoa học máy tính được áp dụng theo quy chế, quy định đào tạo đại học hiện hành của Trường Đại học Công nghệ Thông tin.","Thông tin này không có trong ngữ cảnh được cung cấp."
"Q010","Ngành Kỹ thuật máy tính chương trình đại trà học tiếng Anh bao nhiêu tín chỉ?","1","[2]","Sinh viên tốt nghiệp chương trình này phải hoàn thành các môn học tiếng Nhật trong chương trình đào tạo và có chứng chỉ tiếng Nhật theo quy định đào tạo ngoại ngữ hiện hành của Trường Đại học Công nghệ Thông tin.
# 3\. CHƯƠNG TRÌNH ĐÀO TẠO",""
"Q010","Ngành Kỹ thuật máy tính chương trình đại trà học tiếng Anh bao nhiêu tín chỉ?","1","[3]","\- Tên ngành đào tạo:
o Tiếng Việt: Trí tuệ nhân tạo
o Tiếng Anh: Artificial Intelligence
\- Mã ngành đào tạo: 7480107
\- Trình độ đào tạo: Đại học.
\- Loại hình đào tạo: Chính quy tập trung.
\- Thời gian đào tạo: 3.5 năm (gồm 7 học kỳ chính thức).
\- Số tín chỉ đào tạo: Tối thiểu **128** tín chỉ (bao gồm cả ngoại ngữ)
\- Tên văn bằng sau khi tốt nghiệp:
o Tiếng Việt: Cử nhân Trí tuệ nhân tạo
o Tiếng Anh: Bachelor of Science in Artificial Intelligence",""
"Q010","Ngành Kỹ thuật máy tính chương trình đại trà học tiếng Anh bao nhiêu tín chỉ?","1","[4]","**Lưu ý**: Số tín chỉ của các học phần tiếng Nhật 1, 2, 3 và 4 được tính vào số tín chỉ của chương trình đào tạo (20 TC) và các học phần tiếng Nhật 5, 6, 7 và 8 không tính vào số tín chỉ của chương trình đào tạo.
Danh sách các học phần tiếng Nhật dự kiến giảng dạy trong chương trình đào tạo như sau:
| **STT**             | **Mã môn học** | **Tên môn học**                                           | **TC** | **LT** | **TH** |",""
"Q010","Ngành Kỹ thuật máy tính chương trình đại trà học tiếng Anh bao nhiêu tín chỉ?","1","[5]","\- Chương trình đào tạo được thiết kế tinh gọn, nội dung phù hợp, linh động, tạo sự chủ động cho người học và đảm bảo sự thuận lợi cho quá trình vận hành chương trình đào tạo giữa các khóa tuyển sinh.
\- Chương trình đào tạo mang tính liên ngành và tính ứng dụng cao, phù hợp với nhu cầu nhân lực công nghệ thông tin của xã hội, tiếp cận với trình độ của các trường đại học trong và ngoài nước trong lĩnh vực KTMT.",""
